Time,Ask,Bid,AskVolume,BidVolume
05.11.2012 07:59:48.205,1.27921,1.27915,1.50,3.00
05.11.2012 07:59:48.750,1.27919,1.27913,1.50,3.00
05.11.2012 07:59:49.481,1.27921,1.27914,3.75,3.00
05.11.2012 07:59:50.491,1.27921,1.27915,1.50,4.50
05.11.2012 07:59:50.551,1.27923,1.27916,2.25,1.50
05.11.2012 07:59:51.102,1.27923,1.27917,2.25,1.50
05.11.2012 07:59:55.351,1.27923,1.27917,2.25,2.25
05.11.2012 07:59:55.482,1.27925,1.27921,2.25,1.50
05.11.2012 07:59:55.541,1.27926,1.27920,1.50,2.25
05.11.2012 07:59:56.049,1.27928,1.27921,2.25,2.25
05.11.2012 07:59:56.291,1.27926,1.27919,1.50,1.50
05.11.2012 07:59:56.351,1.27924,1.27919,1.50,1.50
05.11.2012 07:59:57.010,1.27924,1.27918,1.50,3.38
05.11.2012 07:59:57.491,1.27922,1.27916,1.50,1.50
05.11.2012 07:59:57.800,1.27923,1.27916,1.50,2.25
05.11.2012 07:59:58.533,1.27924,1.27916,4.50,3.00
05.11.2012 07:59:59.200,1.27924,1.27917,3.75,1.88
05.11.2012 08:00:00.400,1.27923,1.27916,1.50,3.00
05.11.2012 08:00:00.701,1.27921,1.27916,1.50,1.50
05.11.2012 08:00:01.243,1.27919,1.27914,1.50,2.25
05.11.2012 08:00:01.554,1.27917,1.27912,1.50,1.50
05.11.2012 08:00:01.622,1.27914,1.27909,3.75,1.50
05.11.2012 08:00:01.868,1.27914,1.27905,4.50,3.23
05.11.2012 08:00:02.210,1.27913,1.27908,3.00,9.00
05.11.2012 08:00:02.298,1.27914,1.27909,2.25,1.50
05.11.2012 08:00:02.432,1.27916,1.27911,1.50,1.50
05.11.2012 08:00:02.672,1.27920,1.27915,1.50,1.50
05.11.2012 08:00:02.731,1.27920,1.27915,1.50,1.50
05.11.2012 08:00:02.972,1.27922,1.27915,2.25,2.25
05.11.2012 08:00:03.533,1.27922,1.27915,1.50,3.00
05.11.2012 08:00:04.792,1.27920,1.27915,1.50,3.00
05.11.2012 08:00:05.161,1.27919,1.27915,1.50,1.50
05.11.2012 08:00:05.522,1.27923,1.27918,3.00,1.50
05.11.2012 08:00:06.062,1.27925,1.27918,4.35,1.50
05.11.2012 08:00:06.122,1.27923,1.27917,1.50,2.25
05.11.2012 08:00:06.299,1.27924,1.27917,1.73,2.18
05.11.2012 08:00:06.602,1.27928,1.27921,2.25,2.25
05.11.2012 08:00:06.913,1.27925,1.27918,4.50,1.82
05.11.2012 08:00:06.980,1.27925,1.27921,1.50,1.73
05.11.2012 08:00:07.402,1.27924,1.27918,1.50,1.73
05.11.2012 08:00:07.520,1.27925,1.27918,1.50,2.42
05.11.2012 08:00:07.702,1.27925,1.27918,2.25,2.42
05.11.2012 08:00:07.890,1.27925,1.27919,1.50,1.73
05.11.2012 08:00:08.191,1.27924,1.27918,1.50,1.50
05.11.2012 08:00:08.311,1.27924,1.27916,2.25,8.07
05.11.2012 08:00:08.431,1.27924,1.27920,1.50,2.10
05.11.2012 08:00:08.792,1.27926,1.27919,1.50,3.23
05.11.2012 08:00:08.911,1.27926,1.27919,3.00,1.73
05.11.2012 08:00:09.030,1.27924,1.27918,1.50,1.73
05.11.2012 08:00:09.151,1.27924,1.27916,3.23,3.04
05.11.2012 08:00:09.330,1.27922,1.27915,2.25,2.48
05.11.2012 08:00:09.631,1.27920,1.27915,1.73,1.50
05.11.2012 08:00:09.990,1.27922,1.27918,1.50,2.85
05.11.2012 08:00:10.352,1.27926,1.27920,3.00,3.23
05.11.2012 08:00:10.541,1.27927,1.27922,1.50,2.48
05.11.2012 08:00:10.600,1.27927,1.27920,3.00,2.48
05.11.2012 08:00:10.661,1.27924,1.27918,1.50,2.48
05.11.2012 08:00:11.199,1.27925,1.27918,3.98,1.73
05.11.2012 08:00:11.526,1.27925,1.27918,3.00,1.73
05.11.2012 08:00:12.010,1.27927,1.27920,3.75,1.73
05.11.2012 08:00:12.250,1.27924,1.27918,1.50,5.30
05.11.2012 08:00:12.790,1.27926,1.27920,1.50,2.48
05.11.2012 08:00:12.970,1.27927,1.27920,1.73,3.23
05.11.2012 08:00:14.780,1.27926,1.27920,1.50,1.73
05.11.2012 08:00:15.382,1.27926,1.27919,2.25,1.73
05.11.2012 08:00:15.921,1.27927,1.27920,3.23,3.83
05.11.2012 08:00:16.461,1.27925,1.27920,1.50,1.50
05.11.2012 08:00:17.006,1.27924,1.27918,1.50,3.60
05.11.2012 08:00:17.190,1.27924,1.27918,3.00,3.08
05.11.2012 08:00:17.251,1.27922,1.27916,2.25,2.25
05.11.2012 08:00:17.496,1.27921,1.27914,2.48,3.00
05.11.2012 08:00:18.039,1.27919,1.27914,1.50,1.50
05.11.2012 08:00:18.402,1.27917,1.27911,1.50,2.25
05.11.2012 08:00:18.762,1.27916,1.27909,1.50,3.23
05.11.2012 08:00:19.072,1.27913,1.27907,3.00,3.90
05.11.2012 08:00:19.381,1.27911,1.27906,1.50,1.13
05.11.2012 08:00:19.501,1.27913,1.27907,2.25,1.50
05.11.2012 08:00:19.800,1.27910,1.27905,1.50,1.73
05.11.2012 08:00:20.411,1.27909,1.27903,3.75,3.23
05.11.2012 08:00:20.950,1.27912,1.27905,1.73,2.48
05.11.2012 08:00:22.541,1.27909,1.27900,1.50,4.58
05.11.2012 08:00:22.899,1.27913,1.27905,4.50,3.50
05.11.2012 08:00:23.840,1.27915,1.27909,2.25,1.73
05.11.2012 08:00:24.271,1.27913,1.27909,2.48,1.50
05.11.2012 08:00:24.330,1.27914,1.27907,2.85,1.50
05.11.2012 08:00:24.862,1.27908,1.27901,1.50,6.75
05.11.2012 08:00:25.349,1.27908,1.27903,1.50,1.73
05.11.2012 08:00:25.830,1.27910,1.27903,1.50,3.98
05.11.2012 08:00:25.895,1.27911,1.27903,2.25,3.98
05.11.2012 08:00:26.021,1.27913,1.27906,2.25,1.73
05.11.2012 08:00:26.560,1.27914,1.27909,1.73,1.73
05.11.2012 08:00:27.042,1.27913,1.27906,3.23,1.73
05.11.2012 08:00:27.712,1.27913,1.27907,1.50,3.83
05.11.2012 08:00:28.071,1.27919,1.27912,1.50,2.48
05.11.2012 08:00:28.131,1.27918,1.27912,1.50,1.50
05.11.2012 08:00:28.192,1.27920,1.27912,2.48,2.48
05.11.2012 08:00:28.731,1.27921,1.27914,2.48,1.50
05.11.2012 08:00:29.411,1.27923,1.27914,1.73,6.83
05.11.2012 08:00:29.661,1.27922,1.27915,1.73,1.73
05.11.2012 08:00:29.900,1.27919,1.27914,1.50,3.00
05.11.2012 08:00:30.020,1.27921,1.27914,1.73,3.98
05.11.2012 08:00:30.560,1.27921,1.27915,1.73,1.73
05.11.2012 08:00:31.102,1.27922,1.27916,1.73,1.73
05.11.2012 08:00:31.161,1.27923,1.27916,1.73,1.73
05.11.2012 08:00:31.710,1.27923,1.27916,2.48,1.73
05.11.2012 08:00:32.270,1.27923,1.27916,1.73,2.48
05.11.2012 08:00:32.772,1.27923,1.27916,1.50,1.73
05.11.2012 08:00:33.310,1.27924,1.27917,2.48,2.48
05.11.2012 08:00:33.619,1.27924,1.27916,1.50,2.75
05.11.2012 08:00:33.680,1.27924,1.27916,2.48,2.75
05.11.2012 08:00:34.040,1.27921,1.27914,1.73,5.75
05.11.2012 08:00:34.101,1.27921,1.27914,1.73,6.23
05.11.2012 08:00:34.615,1.27921,1.27914,1.73,3.98
05.11.2012 08:00:35.397,1.27922,1.27914,1.73,3.23
05.11.2012 08:00:35.911,1.27922,1.27914,1.73,3.23
05.11.2012 08:00:36.450,1.27923,1.27915,2.48,1.73
05.11.2012 08:00:37.431,1.27920,1.27914,1.50,3.75
05.11.2012 08:00:37.850,1.27922,1.27914,2.48,5.25
05.11.2012 08:00:38.210,1.27922,1.27915,1.73,1.73
05.11.2012 08:00:38.718,1.27919,1.27913,1.73,2.25
05.11.2012 08:00:39.356,1.27920,1.27914,1.73,2.48
05.11.2012 08:00:40.020,1.27921,1.27915,1.73,1.73
05.11.2012 08:00:40.261,1.27922,1.27917,1.50,3.75
05.11.2012 08:00:40.560,1.27922,1.27917,2.25,2.25
05.11.2012 08:00:40.681,1.27921,1.27915,1.50,2.25
05.11.2012 08:00:40.800,1.27922,1.27916,2.48,2.48
05.11.2012 08:00:40.980,1.27921,1.27916,1.73,1.73
05.11.2012 08:00:41.402,1.27925,1.27920,1.73,1.50
05.11.2012 08:00:41.760,1.27926,1.27920,1.50,1.50
05.11.2012 08:00:43.065,1.27924,1.27920,1.50,3.00
05.11.2012 08:00:43.254,1.27922,1.27917,1.50,6.08
05.11.2012 08:00:43.322,1.27922,1.27917,2.25,2.48
05.11.2012 08:00:43.441,1.27920,1.27914,3.00,8.33
05.11.2012 08:00:43.561,1.27918,1.27914,1.50,4.73
05.11.2012 08:00:44.290,1.27918,1.27912,1.50,2.25
05.11.2012 08:00:44.649,1.27919,1.27913,2.25,1.73
05.11.2012 08:00:45.172,1.27920,1.27912,3.00,3.50
05.11.2012 08:00:45.780,1.27919,1.27912,2.25,2.75
05.11.2012 08:00:46.371,1.27913,1.27905,15.60,2.22
05.11.2012 08:00:46.675,1.27906,1.27896,4.73,1.35
05.11.2012 08:00:46.753,1.27902,1.27896,6.00,1.50
05.11.2012 08:00:47.011,1.27902,1.27894,3.98,4.03
05.11.2012 08:00:47.192,1.27900,1.27895,1.50,2.53
05.11.2012 08:00:47.491,1.27902,1.27895,2.48,3.00
05.11.2012 08:00:47.552,1.27902,1.27895,2.48,4.50
05.11.2012 08:00:47.670,1.27904,1.27897,5.48,1.65
05.11.2012 08:00:48.342,1.27901,1.27896,4.73,3.00
05.11.2012 08:00:48.592,1.27900,1.27894,2.48,3.83
05.11.2012 08:00:48.657,1.27902,1.27895,2.48,1.73
05.11.2012 08:00:48.728,1.27902,1.27896,2.48,1.73
05.11.2012 08:00:49.271,1.27902,1.27896,1.73,2.10
05.11.2012 08:00:49.569,1.27904,1.27899,3.00,2.10
05.11.2012 08:00:49.714,1.27904,1.27899,3.23,1.58
05.11.2012 08:00:49.840,1.27906,1.27901,3.00,1.50
05.11.2012 08:00:50.380,1.27906,1.27902,1.73,3.08
05.11.2012 08:00:50.739,1.27909,1.27902,3.23,3.83
05.11.2012 08:00:51.409,1.27910,1.27905,2.48,1.50
05.11.2012 08:00:51.591,1.27913,1.27908,2.25,3.75
05.11.2012 08:00:51.710,1.27914,1.27909,1.73,1.58
05.11.2012 08:00:51.829,1.27916,1.27909,1.65,2.33
05.11.2012 08:00:51.951,1.27916,1.27910,1.65,1.50
05.11.2012 08:00:52.371,1.27915,1.27909,1.65,3.23
05.11.2012 08:00:52.910,1.27915,1.27909,1.73,5.48
05.11.2012 08:00:53.090,1.27916,1.27911,1.50,2.25
05.11.2012 08:00:53.410,1.27914,1.27907,3.75,3.60
05.11.2012 08:00:53.711,1.27910,1.27904,2.48,5.48
05.11.2012 08:00:54.010,1.27909,1.27903,1.73,2.48
05.11.2012 08:00:54.648,1.27908,1.27903,1.73,2.48
05.11.2012 08:00:56.445,1.27904,1.27897,2.48,1.25
05.11.2012 08:00:56.572,1.27903,1.27896,1.73,2.48
05.11.2012 08:00:57.181,1.27902,1.27895,2.48,1.50
05.11.2012 08:00:57.241,1.27900,1.27893,1.50,3.15
05.11.2012 08:00:58.484,1.27902,1.27894,2.25,3.00
05.11.2012 08:00:59.032,1.27901,1.27894,1.50,3.00
05.11.2012 08:00:59.805,1.27903,1.27897,3.00,1.50
05.11.2012 08:00:59.931,1.27903,1.27898,1.50,2.25
05.11.2012 08:01:00.412,1.27903,1.27896,1.50,1.50
05.11.2012 08:01:01.150,1.27902,1.27895,2.25,3.53
05.11.2012 08:01:01.690,1.27902,1.27896,1.50,2.85
05.11.2012 08:01:01.752,1.27903,1.27897,3.75,1.35
05.11.2012 08:01:02.111,1.27900,1.27895,1.50,4.43
05.11.2012 08:01:02.413,1.27897,1.27890,1.73,2.25
05.11.2012 08:01:02.951,1.27897,1.27892,2.48,3.23
05.11.2012 08:01:03.132,1.27898,1.27892,2.48,3.98
05.11.2012 08:01:03.370,1.27896,1.27891,1.50,2.25
05.11.2012 08:01:03.490,1.27897,1.27891,1.73,2.48
05.11.2012 08:01:05.095,1.27894,1.27889,1.50,3.60
05.11.2012 08:01:05.162,1.27895,1.27888,5.25,2.25
05.11.2012 08:01:05.341,1.27893,1.27885,3.75,2.18
05.11.2012 08:01:05.401,1.27893,1.27885,3.75,2.10
05.11.2012 08:01:05.763,1.27891,1.27885,1.50,1.50
05.11.2012 08:01:06.072,1.27888,1.27880,2.48,1.78
05.11.2012 08:01:06.611,1.27889,1.27881,2.25,2.25
05.11.2012 08:01:07.112,1.27890,1.27883,3.00,1.50
05.11.2012 08:01:07.472,1.27888,1.27881,3.35,1.50
05.11.2012 08:01:08.425,1.27887,1.27879,2.25,4.28
05.11.2012 08:01:08.611,1.27890,1.27883,3.00,2.33
05.11.2012 08:01:08.851,1.27892,1.27884,3.00,1.73
05.11.2012 08:01:09.274,1.27891,1.27883,3.75,1.35
05.11.2012 08:01:09.642,1.27892,1.27885,2.25,1.73
05.11.2012 08:01:09.762,1.27895,1.27889,4.83,1.50
05.11.2012 08:01:09.822,1.27895,1.27890,4.08,1.58
05.11.2012 08:01:09.942,1.27895,1.27888,1.50,1.88
05.11.2012 08:01:10.061,1.27896,1.27891,1.73,3.08
05.11.2012 08:01:10.125,1.27894,1.27889,1.73,1.73
05.11.2012 08:01:10.431,1.27893,1.27885,3.00,3.23
05.11.2012 08:01:10.732,1.27893,1.27885,1.50,1.73
05.11.2012 08:01:11.091,1.27893,1.27884,3.75,3.98
05.11.2012 08:01:11.642,1.27889,1.27881,1.50,3.23
05.11.2012 08:01:12.360,1.27889,1.27880,1.50,5.38
05.11.2012 08:01:12.602,1.27890,1.27884,2.25,3.98
05.11.2012 08:01:13.098,1.27893,1.27888,2.40,2.10
05.11.2012 08:01:13.179,1.27898,1.27890,2.25,2.48
05.11.2012 08:01:13.447,1.27894,1.27885,3.37,5.97
05.11.2012 08:01:13.571,1.27893,1.27886,3.75,1.65
05.11.2012 08:01:13.812,1.27892,1.27886,1.73,3.23
05.11.2012 08:01:14.053,1.27896,1.27890,3.75,2.10
05.11.2012 08:01:14.374,1.27899,1.27893,2.84,1.73
05.11.2012 08:01:14.502,1.27897,1.27889,4.34,3.30
05.11.2012 08:01:14.688,1.27893,1.27889,1.73,1.05
05.11.2012 08:01:14.812,1.27892,1.27887,1.73,1.58
05.11.2012 08:01:15.351,1.27891,1.27883,2.48,3.00
05.11.2012 08:01:15.831,1.27892,1.27886,1.50,1.50
05.11.2012 08:01:16.190,1.27891,1.27883,2.48,1.73
05.11.2012 08:01:16.691,1.27888,1.27881,3.98,3.75
05.11.2012 08:01:17.230,1.27887,1.27881,1.73,3.00
05.11.2012 08:01:18.521,1.27889,1.27884,2.48,1.73
05.11.2012 08:01:18.639,1.27889,1.27884,2.48,1.73
05.11.2012 08:01:19.550,1.27887,1.27883,1.50,1.50
05.11.2012 08:01:19.802,1.27887,1.27881,3.23,2.48
05.11.2012 08:01:20.341,1.27887,1.27883,2.48,1.73
05.11.2012 08:01:20.400,1.27890,1.27884,3.00,1.73
05.11.2012 08:01:20.821,1.27887,1.27883,1.73,1.73
05.11.2012 08:01:21.261,1.27887,1.27881,1.73,2.85
05.11.2012 08:01:21.381,1.27888,1.27883,1.50,1.73
05.11.2012 08:01:21.922,1.27890,1.27884,2.48,2.48
05.11.2012 08:01:23.075,1.27893,1.27888,3.75,2.10
05.11.2012 08:01:23.175,1.27897,1.27889,1.87,1.73
05.11.2012 08:01:23.241,1.27896,1.27888,2.25,3.83
05.11.2012 08:01:23.551,1.27895,1.27887,3.60,1.73
05.11.2012 08:01:24.094,1.27898,1.27890,3.82,1.50
05.11.2012 08:01:24.162,1.27897,1.27889,1.50,1.73
05.11.2012 08:01:26.529,1.27898,1.27889,2.62,2.48
05.11.2012 08:01:27.021,1.27900,1.27892,3.75,2.48
05.11.2012 08:01:27.143,1.27900,1.27892,3.75,1.73
05.11.2012 08:01:28.541,1.27897,1.27891,1.73,1.73
05.11.2012 08:01:29.800,1.27897,1.27891,2.48,3.23
05.11.2012 08:01:29.991,1.27897,1.27891,3.23,2.48
05.11.2012 08:01:30.051,1.27897,1.27891,2.48,5.33
05.11.2012 08:01:30.411,1.27900,1.27894,2.25,1.73
05.11.2012 08:01:30.950,1.27900,1.27892,1.73,3.23
05.11.2012 08:01:31.593,1.27901,1.27893,2.48,3.23
05.11.2012 08:01:31.668,1.27902,1.27896,1.50,1.50
05.11.2012 08:01:32.242,1.27902,1.27895,1.73,1.73
05.11.2012 08:01:33.005,1.27906,1.27899,5.48,4.58
05.11.2012 08:01:33.073,1.27904,1.27899,1.73,4.58
05.11.2012 08:01:33.635,1.27904,1.27898,2.48,1.50
05.11.2012 08:01:33.942,1.27904,1.27897,2.48,1.73
05.11.2012 08:01:34.331,1.27904,1.27898,1.50,3.23
05.11.2012 08:01:34.520,1.27904,1.27898,1.73,6.08
05.11.2012 08:01:35.071,1.27906,1.27901,1.50,1.50
05.11.2012 08:01:35.313,1.27906,1.27898,1.73,2.48
05.11.2012 08:01:35.621,1.27903,1.27898,1.73,3.23
05.11.2012 08:01:36.052,1.27901,1.27897,1.50,2.48
05.11.2012 08:01:36.352,1.27901,1.27895,1.50,2.48
05.11.2012 08:01:36.410,1.27901,1.27895,1.50,2.48
05.11.2012 08:01:36.951,1.27903,1.27897,2.48,1.73
05.11.2012 08:01:37.370,1.27904,1.27897,3.98,3.98
05.11.2012 08:01:37.672,1.27909,1.27903,3.23,2.48
05.11.2012 08:01:37.794,1.27907,1.27901,1.73,2.48
05.11.2012 08:01:37.924,1.27905,1.27900,3.23,1.50
05.11.2012 08:01:37.993,1.27903,1.27897,1.50,1.50
05.11.2012 08:01:38.061,1.27901,1.27895,1.50,3.75
05.11.2012 08:01:38.612,1.27902,1.27895,1.73,2.48
05.11.2012 08:01:39.551,1.27903,1.27895,1.73,3.23
05.11.2012 08:01:40.161,1.27904,1.27899,1.50,1.73
05.11.2012 08:01:40.521,1.27906,1.27900,2.48,1.73
05.11.2012 08:01:41.392,1.27905,1.27900,1.87,2.25
05.11.2012 08:01:41.471,1.27903,1.27897,2.48,1.73
05.11.2012 08:01:41.991,1.27902,1.27896,1.43,1.73
05.11.2012 08:01:42.051,1.27903,1.27896,5.02,1.50
05.11.2012 08:01:42.230,1.27902,1.27895,1.50,2.25
05.11.2012 08:01:42.650,1.27903,1.27898,3.37,1.50
05.11.2012 08:01:43.693,1.27903,1.27897,3.37,1.50
05.11.2012 08:01:44.009,1.27903,1.27898,1.50,1.50
05.11.2012 08:01:44.812,1.27903,1.27897,3.37,2.25
05.11.2012 08:01:45.502,1.27903,1.27897,3.37,2.25
05.11.2012 08:01:45.802,1.27903,1.27896,3.37,1.50
05.11.2012 08:01:46.182,1.27904,1.27898,2.25,1.50
05.11.2012 08:01:46.600,1.27906,1.27899,1.65,1.73
05.11.2012 08:01:46.902,1.27905,1.27898,2.40,1.73
05.11.2012 08:01:47.081,1.27907,1.27899,2.77,1.13
05.11.2012 08:01:47.321,1.27904,1.27898,1.73,1.13
05.11.2012 08:01:47.441,1.27904,1.27898,2.84,1.13
05.11.2012 08:01:47.622,1.27905,1.27899,1.35,1.88
05.11.2012 08:01:47.682,1.27905,1.27899,1.73,1.28
05.11.2012 08:01:47.808,1.27906,1.27899,3.52,1.28
05.11.2012 08:01:48.232,1.27905,1.27899,1.34,3.98
05.11.2012 08:01:48.354,1.27905,1.27899,1.34,3.23
05.11.2012 08:01:48.601,1.27905,1.27897,1.34,1.73
05.11.2012 08:01:48.662,1.27905,1.27896,2.02,3.98
05.11.2012 08:01:49.441,1.27903,1.27896,5.77,3.23
05.11.2012 08:01:50.136,1.27902,1.27894,2.40,1.73
05.11.2012 08:01:50.209,1.27903,1.27895,3.59,1.50
05.11.2012 08:01:50.523,1.27901,1.27896,2.48,1.50
05.11.2012 08:01:50.831,1.27901,1.27895,1.73,1.50
05.11.2012 08:01:51.132,1.27903,1.27898,2.48,1.50
05.11.2012 08:01:51.191,1.27901,1.27894,1.73,3.19
05.11.2012 08:01:51.251,1.27901,1.27895,1.73,1.73
05.11.2012 08:01:51.801,1.27901,1.27895,2.48,3.23
05.11.2012 08:01:51.920,1.27901,1.27895,3.23,1.73
05.11.2012 08:01:53.990,1.27902,1.27895,1.50,3.23
05.11.2012 08:01:54.351,1.27903,1.27896,2.25,1.73
05.11.2012 08:01:54.472,1.27905,1.27897,3.00,1.73
05.11.2012 08:01:54.652,1.27907,1.27900,2.77,1.73
05.11.2012 08:01:54.713,1.27908,1.27900,2.62,1.73
05.11.2012 08:01:54.848,1.27909,1.27901,1.50,1.73
05.11.2012 08:01:54.913,1.27909,1.27901,1.50,1.73
05.11.2012 08:01:55.042,1.27908,1.27902,1.50,1.73
05.11.2012 08:01:55.102,1.27906,1.27899,2.84,4.35
05.11.2012 08:01:55.404,1.27905,1.27897,3.75,1.73
05.11.2012 08:01:55.471,1.27905,1.27896,3.75,3.98
05.11.2012 08:01:55.890,1.27904,1.27896,3.37,2.25
05.11.2012 08:01:56.192,1.27906,1.27898,2.25,1.73
05.11.2012 08:01:56.615,1.27908,1.27899,3.00,1.73
05.11.2012 08:01:57.021,1.27907,1.27900,2.84,1.50
05.11.2012 08:01:58.611,1.27905,1.27899,2.25,1.50
05.11.2012 08:01:59.155,1.27909,1.27901,2.48,1.58
05.11.2012 08:01:59.463,1.27908,1.27903,1.73,1.50
05.11.2012 08:02:01.572,1.27908,1.27901,1.73,5.00
05.11.2012 08:02:02.052,1.27911,1.27904,3.23,2.48
05.11.2012 08:02:04.231,1.27911,1.27904,2.48,1.50
05.11.2012 08:02:04.797,1.27911,1.27904,3.23,1.50
05.11.2012 08:02:05.592,1.27911,1.27906,1.73,3.98
05.11.2012 08:02:07.262,1.27911,1.27906,2.48,3.75
05.11.2012 08:02:08.311,1.27911,1.27906,2.48,3.98
05.11.2012 08:02:08.861,1.27911,1.27906,2.48,3.75
05.11.2012 08:02:09.408,1.27913,1.27909,1.50,3.75
05.11.2012 08:02:09.601,1.27915,1.27909,7.46,4.73
05.11.2012 08:02:09.921,1.27915,1.27910,3.48,4.73
05.11.2012 08:02:10.411,1.27915,1.27910,1.50,4.73
05.11.2012 08:02:10.950,1.27916,1.27911,1.73,1.73
05.11.2012 08:02:11.582,1.27915,1.27910,1.50,6.00
05.11.2012 08:02:12.222,1.27916,1.27910,1.73,6.23
05.11.2012 08:02:12.482,1.27925,1.27914,7.88,1.50
05.11.2012 08:02:12.613,1.27922,1.27916,9.98,1.50
05.11.2012 08:02:12.682,1.27922,1.27917,9.14,1.73
05.11.2012 08:02:12.743,1.27925,1.27919,1.50,4.50
05.11.2012 08:02:12.866,1.27926,1.27920,2.48,3.83
05.11.2012 08:02:12.933,1.27929,1.27923,5.73,3.00
05.11.2012 08:02:13.124,1.27937,1.27926,8.09,1.73
05.11.2012 08:02:13.194,1.27937,1.27927,6.59,1.73
05.11.2012 08:02:13.578,1.27935,1.27928,2.09,1.73
05.11.2012 08:02:14.751,1.27934,1.27927,3.23,3.98
05.11.2012 08:02:15.311,1.27934,1.27927,3.23,1.73
05.11.2012 08:02:15.851,1.27934,1.27927,2.25,1.73
05.11.2012 08:02:16.361,1.27934,1.27927,2.25,1.73
05.11.2012 08:02:17.513,1.27934,1.27928,1.12,2.48
05.11.2012 08:02:17.584,1.27934,1.27928,1.12,1.73
05.11.2012 08:02:19.743,1.27936,1.27927,3.23,2.48
05.11.2012 08:02:19.882,1.27933,1.27926,3.98,3.60
05.11.2012 08:02:19.942,1.27931,1.27925,1.73,5.25
05.11.2012 08:02:20.843,1.27929,1.27923,1.65,2.25
05.11.2012 08:02:21.094,1.27925,1.27920,1.65,2.85
05.11.2012 08:02:21.160,1.27925,1.27919,2.77,1.73
05.11.2012 08:02:21.220,1.27923,1.27918,1.65,1.73
05.11.2012 08:02:21.828,1.27923,1.27918,1.50,2.48
05.11.2012 08:02:22.340,1.27922,1.27917,1.50,3.00
05.11.2012 08:02:23.011,1.27924,1.27917,3.23,2.48
05.11.2012 08:02:23.551,1.27924,1.27918,1.73,1.35
05.11.2012 08:02:25.070,1.27923,1.27918,1.73,1.50
05.11.2012 08:02:26.001,1.27922,1.27916,1.50,2.48
05.11.2012 08:02:26.121,1.27923,1.27916,4.73,2.48
05.11.2012 08:02:27.331,1.27921,1.27916,3.23,1.50
05.11.2012 08:02:28.191,1.27921,1.27916,1.73,1.73
05.11.2012 08:02:28.842,1.27921,1.27916,2.48,1.50
05.11.2012 08:02:30.202,1.27920,1.27915,1.50,1.50
05.11.2012 08:02:30.264,1.27919,1.27914,2.62,2.25
05.11.2012 08:02:30.451,1.27917,1.27910,1.73,1.84
05.11.2012 08:02:31.002,1.27918,1.27912,1.73,1.73
05.11.2012 08:02:31.302,1.27917,1.27910,2.48,2.25
05.11.2012 08:02:31.850,1.27914,1.27907,2.48,3.23
05.11.2012 08:02:32.391,1.27912,1.27906,1.50,4.13
05.11.2012 08:02:33.211,1.27911,1.27905,1.50,2.25
05.11.2012 08:02:33.450,1.27912,1.27906,1.73,2.48
05.11.2012 08:02:33.761,1.27911,1.27903,1.73,7.50
05.11.2012 08:02:33.955,1.27908,1.27902,2.48,3.68
05.11.2012 08:02:34.024,1.27906,1.27900,1.50,3.00
05.11.2012 08:02:34.273,1.27904,1.27899,1.50,3.00
05.11.2012 08:02:34.465,1.27907,1.27902,1.73,7.73
05.11.2012 08:02:34.531,1.27908,1.27903,3.75,5.25
05.11.2012 08:02:34.854,1.27913,1.27906,2.25,1.73
05.11.2012 08:02:35.162,1.27911,1.27905,2.48,2.48
05.11.2012 08:02:35.701,1.27911,1.27905,1.73,2.25
05.11.2012 08:02:35.763,1.27909,1.27905,6.00,1.50
05.11.2012 08:02:35.832,1.27908,1.27903,1.50,1.50
05.11.2012 08:02:35.891,1.27908,1.27901,3.00,2.25
05.11.2012 08:02:36.190,1.27906,1.27902,2.48,2.48
05.11.2012 08:02:36.250,1.27909,1.27902,4.46,3.00
05.11.2012 08:02:36.792,1.27908,1.27903,1.50,3.23
05.11.2012 08:02:36.852,1.27908,1.27902,2.25,5.85
05.11.2012 08:02:37.150,1.27910,1.27905,3.23,1.73
05.11.2012 08:02:38.634,1.27911,1.27903,1.73,1.73
05.11.2012 08:02:38.881,1.27910,1.27903,4.46,1.73
05.11.2012 08:02:39.311,1.27909,1.27903,1.50,3.75
05.11.2012 08:02:39.372,1.27911,1.27904,2.48,1.73
05.11.2012 08:02:40.007,1.27911,1.27904,2.48,1.73
05.11.2012 08:02:40.991,1.27911,1.27906,1.73,1.50
05.11.2012 08:02:41.900,1.27912,1.27906,2.48,1.73
05.11.2012 08:02:44.230,1.27911,1.27904,1.73,2.48
05.11.2012 08:02:46.641,1.27912,1.27905,1.73,2.48
05.11.2012 08:02:46.971,1.27907,1.27901,1.50,2.10
05.11.2012 08:02:47.031,1.27909,1.27901,3.23,2.85
05.11.2012 08:02:47.151,1.27906,1.27900,2.48,1.13
05.11.2012 08:02:47.701,1.27905,1.27898,2.48,3.23
05.11.2012 08:02:47.880,1.27905,1.27898,2.25,3.23
05.11.2012 08:02:48.630,1.27905,1.27898,1.73,3.23
05.11.2012 08:02:48.990,1.27907,1.27901,4.50,2.25
05.11.2012 08:02:49.172,1.27908,1.27901,3.00,2.25
05.11.2012 08:02:49.592,1.27910,1.27903,4.73,2.25
05.11.2012 08:02:50.011,1.27910,1.27904,3.00,3.00
05.11.2012 08:02:50.381,1.27910,1.27904,3.00,3.00
05.11.2012 08:02:50.622,1.27909,1.27904,3.75,2.25
